('total_service_delay', 'net_speed', 'cpu_usage', 'memory_usage')
(0.5614175796508789, 128345.90294047334, 27.8, 49.1)
(0.5761747360229492, 64134.62095329112, 28.7, 49.1)
(0.569654107093811, 128284.56678614097, 29.3, 49.1)
(0.5741199254989624, 64219.00861244019, 27.7, 49.1)
(0.5767039060592651, 128776.90381386424, 28.8, 49.1)
(0.5660237073898315, 64188.296508847445, 29.3, 49.2)
(0.569717526435852, 128253.92068800764, 28.6, 49.1)
(0.5544350147247314, 65106.82900800388, 30.3, 49.1)
(0.5814113616943359, 128591.83520958084, 28.1, 49.1)
(0.5702879428863525, 128192.67239732569, 28.0, 49.1)
(0.5670311450958252, 128315.2275334608, 28.7, 49.1)
(0.569774866104126, 64165.28170192423, 29.6, 49.1)
(0.5655732154846191, 64157.6137667304, 28.3, 49.1)
(0.6187794208526611, 128345.90294047334, 25.8, 49.1)
(0.5796177387237549, 64203.64888782588, 28.2, 49.1)
(0.5620036125183105, 128376.59301769489, 27.3, 49.1)
(0.5576885938644409, 128407.29777565176, 29.2, 49.1)
(0.5596326589584351, 128284.56678614097, 27.5, 49.0)
(0.5668603181838989, 64157.6137667304, 28.8, 49.0)
(0.5728758573532104, 128376.59301769489, 29.3, 49.1)
(0.5553523302078247, 128376.59301769489, 28.9, 49.0)
(0.5559093952178955, 131844.5265225933, 29.6, 49.0)
(0.5668172836303711, 64195.97178046156, 29.4, 49.0)
(0.5768599510192871, 128345.90294047334, 29.0, 49.1)
(0.5680481195449829, 64188.296508847445, 27.2, 49.1)
(0.558866024017334, 128223.28922856461, 28.9, 48.9)
(0.5735528469085693, 64226.691231008495, 30.0, 49.0)
(0.5920422077178955, 64149.947663998086, 28.0, 49.0)
(0.5695725679397583, 128376.59301769489, 30.0, 49.2)
(0.5642755031585693, 64157.6137667304, 29.2, 49.2)
(0.5864320993423462, 64180.623072325165, 29.8, 49.3)
(0.5964276790618896, 132266.79280610988, 27.0, 49.2)
(0.5859338045120239, 128315.2275334608, 27.9, 49.2)
(0.5689026117324829, 128253.92068800764, 28.1, 49.2)
(0.5829417705535889, 64172.95147023667, 27.8, 49.2)
(0.5629944801330566, 128376.59301769489, 29.1, 49.2)
(0.5623131990432739, 128223.28922856461, 29.4, 49.2)
(0.5771681070327759, 64119.30156455273, 29.9, 49.3)
(0.5702413320541382, 128376.59301769489, 27.6, 49.2)
(0.569975733757019, 128284.56678614097, 28.4, 49.2)
(0.6102842092514038, 64165.28170192423, 29.4, 49.3)
(0.5640270709991455, 128253.92068800764, 28.0, 49.2)
(0.5874300003051758, 128376.59301769489, 27.9, 49.2)
(0.5711983442306519, 64134.62095329112, 27.8, 49.2)
(0.5711631774902344, 128345.90294047334, 29.0, 49.2)
(0.5692102909088135, 64195.97178046156, 29.2, 49.2)
(0.5744367837905884, 128345.90294047334, 28.7, 49.2)
(0.5789012908935547, 116230.98332972504, 29.1, 49.3)
(0.5668572187423706, 128131.48257756564, 28.0, 49.2)
(0.5734834671020508, 128345.90294047334, 29.4, 49.2)
(0.5781526565551758, 128284.56678614097, 29.1, 49.2)
(0.5781553983688354, 64172.95147023667, 28.0, 49.2)
(0.5713186264038086, 128253.92068800764, 29.2, 49.2)
(0.5666426420211792, 128345.90294047334, 29.3, 49.2)
(0.5817017555236816, 128530.26382571223, 28.8, 49.2)
(0.5628492832183838, 64157.6137667304, 27.3, 49.2)
(0.5667880773544312, 64180.623072325165, 28.6, 49.2)
(0.5558969974517822, 131779.80166912125, 28.7, 49.2)
(0.5833573341369629, 64157.6137667304, 29.2, 49.2)
(0.572452187538147, 128253.92068800764, 28.3, 49.2)
(0.5792676210403442, 128284.56678614097, 27.9, 49.2)
(0.575087308883667, 64149.947663998086, 28.4, 49.2)
(0.5662739276885986, 64157.6137667304, 29.2, 49.2)
(0.5709724426269531, 128192.67239732569, 27.9, 49.2)
(0.5600031614303589, 64111.644614282304, 28.2, 49.2)
(0.5794211626052856, 128376.59301769489, 29.8, 49.3)
(0.6006613969802856, 64096.336198662844, 27.3, 49.2)
(0.5794669389724731, 128438.01722488039, 28.7, 49.2)
(0.5820114612579346, 128253.92068800764, 29.0, 49.2)
(0.5744634866714478, 64149.947663998086, 28.2, 49.2)
(0.5754412412643433, 128039.80729787741, 27.7, 49.2)
(0.5630108118057251, 64203.64888782588, 28.9, 49.2)
(0.5622912645339966, 64142.28339307049, 28.6, 49.2)
(0.5456711053848267, 128223.28922856461, 28.8, 49.2)
(0.5696578025817871, 64149.947663998086, 29.8, 49.2)
(0.5607582330703735, 128223.28922856461, 29.6, 49.2)
(0.5679497718811035, 128376.59301769489, 27.7, 49.2)
(0.5678802728652954, 64149.947663998086, 28.9, 49.2)
(0.578365683555603, 128284.56678614097, 27.9, 49.2)
(0.5813604593276978, 128284.56678614097, 30.0, 49.2)
(0.563734769821167, 128653.46561226936, 28.5, 49.2)
(0.5663067102432251, 128100.90956812217, 28.8, 49.2)
(0.5647028684616089, 131941.73310395674, 29.1, 49.2)
(0.5813593864440918, 64134.62095329112, 29.4, 49.2)
(0.5637727975845337, 64180.623072325165, 29.1, 49.2)
(0.5773477554321289, 128438.01722488039, 28.3, 49.2)
(0.5972771644592285, 128070.35114503816, 29.2, 49.2)
(0.5584192276000977, 128345.90294047334, 27.3, 49.2)
(0.5651003122329712, 63822.02948169282, 28.2, 49.2)
(0.5766798257827759, 128407.29777565176, 28.2, 49.2)
(0.5794618129730225, 128407.29777565176, 27.8, 49.2)
(0.5815240144729614, 124795.6559739656, 27.7, 49.2)
(0.5685253143310547, 64126.96034400382, 28.0, 49.2)
(0.5709240436553955, 128223.28922856461, 28.9, 49.2)
(0.5681586265563965, 128284.56678614097, 27.8, 49.2)
(0.572352409362793, 64149.947663998086, 28.1, 49.2)
(0.5614216327667236, 128345.90294047334, 29.3, 49.2)
(0.5721138715744019, 65432.164777574646, 28.5, 49.2)
(0.5730236768722534, 128345.90294047334, 28.4, 49.2)
(0.5663667917251587, 64157.6137667304, 28.3, 49.2)
(0.5775251388549805, 128345.90294047334, 28.9, 49.3)
(0.5593668222427368, 128284.56678614097, 28.3, 49.2)
(0.5833688974380493, 64172.95147023667, 29.0, 49.2)
(0.5737638473510742, 128345.90294047334, 29.4, 49.2)
(0.5685005187988281, 128284.56678614097, 29.0, 49.2)
(0.5582863092422485, 64165.28170192423, 29.2, 49.2)
(0.570842981338501, 64172.95147023667, 28.5, 49.2)
(0.582140326499939, 64933.58877600387, 28.4, 49.3)
(0.5708235502243042, 64142.28339307049, 27.9, 49.2)
(0.5647809505462646, 128376.59301769489, 27.7, 49.2)
(0.5685882568359375, 132104.06299212598, 29.4, 49.2)
(0.5603899955749512, 128468.75137592726, 28.4, 49.2)
(0.5642822980880737, 64157.6137667304, 30.6, 49.2)
(0.5642780065536499, 64165.28170192423, 28.5, 49.2)
(0.5726549625396729, 64157.6137667304, 28.2, 49.2)
(0.5636290311813354, 128407.29777565176, 27.8, 49.2)
(0.5779812335968018, 131909.31498771498, 27.5, 49.2)
(0.5748534202575684, 128345.90294047334, 29.1, 49.2)
(0.5754870176315308, 64157.6137667304, 27.7, 49.2)
(0.5587383508682251, 128345.90294047334, 28.2, 49.2)
(0.5637404918670654, 128376.59301769489, 29.3, 49.2)
(0.5615088939666748, 128468.75137592726, 28.6, 49.2)
(0.5870726108551025, 128253.92068800764, 28.0, 49.2)
(0.5701911449432373, 64157.6137667304, 28.8, 49.2)
(0.5605149269104004, 128345.90294047334, 29.9, 49.2)
(0.5649892091751099, 128253.92068800764, 28.0, 49.2)
(0.5687662363052368, 128499.50023934897, 28.0, 49.2)
(0.5742449760437012, 64172.95147023667, 28.7, 49.1)
(0.5800918340682983, 64165.28170192423, 27.9, 49.2)
(0.5611207485198975, 128284.56678614097, 28.2, 49.2)
(0.5653570890426636, 128345.90294047334, 27.9, 49.2)
(0.563475489616394, 64411.62711457709, 30.3, 49.2)
(0.5834826231002808, 64219.00861244019, 30.0, 49.2)
(0.5593169927597046, 128223.28922856461, 28.6, 49.2)
(0.5866298675537109, 132234.2147783251, 29.6, 49.2)
(0.5644614696502686, 64142.28339307049, 29.2, 49.2)
(0.5667376518249512, 128284.56678614097, 28.6, 49.2)
(0.564499020576477, 128345.90294047334, 27.3, 49.2)
(0.5720669031143188, 128345.90294047334, 29.0, 49.2)
(0.5770250558853149, 128315.2275334608, 28.6, 49.2)
(0.5616624355316162, 128315.2275334608, 29.4, 49.2)
(0.5775548219680786, 64134.62095329112, 27.8, 49.2)
(0.5777782201766968, 128284.56678614097, 28.1, 49.2)
(0.5778553485870361, 64172.95147023667, 28.5, 49.2)
(0.5664772987365723, 64172.95147023667, 28.2, 49.2)
(0.5604914426803589, 64142.28339307049, 28.9, 49.2)
(0.5680440664291382, 128162.07018381475, 29.4, 49.2)
(0.5660514831542969, 128192.67239732569, 28.7, 49.2)
(0.5618635416030884, 128345.90294047334, 28.4, 49.2)
(0.5697363615036011, 128223.28922856461, 28.3, 49.2)
(0.6087038516998291, 64157.6137667304, 28.7, 49.3)
(0.5668853521347046, 128376.59301769489, 28.3, 49.2)
(0.554671049118042, 128376.59301769489, 28.4, 49.2)
(0.5521939992904663, 128438.01722488039, 28.3, 49.2)
(0.5856008529663086, 64103.989492537316, 29.0, 49.2)
(0.5689462423324585, 128284.56678614097, 28.6, 49.2)
(0.5699293613433838, 128315.2275334608, 29.2, 49.2)
(0.5555139780044556, 128438.01722488039, 27.4, 49.2)
(0.5723639726638794, 128376.59301769489, 28.8, 49.2)
(0.5691275596618652, 128253.92068800764, 29.1, 49.2)
(0.5776640176773071, 129616.34765813616, 28.2, 49.2)
(0.5666731595993042, 128223.28922856461, 29.3, 49.3)
(0.5706491470336914, 64149.947663998086, 27.2, 49.2)
(0.5867093801498413, 64172.95147023667, 28.4, 49.2)
(0.5603673458099365, 128345.90294047334, 29.3, 49.2)
(0.5609562397003174, 128223.28922856461, 29.2, 49.2)
(0.577655553817749, 64157.6137667304, 28.5, 49.2)
(0.571184515953064, 128253.92068800764, 29.7, 49.2)
(0.5832194089889526, 128315.2275334608, 28.7, 49.3)
(0.5642048120498657, 128345.90294047334, 27.5, 49.2)
(0.5760552883148193, 128622.64302827025, 28.3, 49.2)
(0.558539867401123, 64157.6137667304, 29.3, 49.2)
(0.5713622570037842, 64172.95147023667, 28.7, 49.2)
(0.5659067630767822, 64142.28339307049, 28.3, 49.2)
(0.5690100193023682, 128192.67239732569, 28.2, 49.2)
(0.5728015899658203, 128315.2275334608, 28.7, 49.2)
(0.5711487531661987, 128345.90294047334, 28.4, 49.2)
(0.5817136764526367, 63429.92816635161, 29.0, 49.2)
(0.5730102062225342, 128561.04214559386, 28.3, 49.2)
(0.5793209075927734, 128284.56678614097, 28.2, 49.2)
(0.5761070251464844, 64165.28170192423, 28.5, 49.2)
(0.570014476776123, 128315.2275334608, 29.2, 49.2)
(0.5941177606582642, 128315.2275334608, 29.7, 49.3)
(0.5684549808502197, 128376.59301769489, 27.4, 49.2)
(0.5651305913925171, 64165.28170192423, 27.9, 49.2)
(0.5658829212188721, 132495.28923988153, 28.7, 49.2)
(0.5798513889312744, 128315.2275334608, 28.5, 49.2)
(0.5578824281692505, 64165.28170192423, 29.3, 49.2)
(0.5823122262954712, 128315.2275334608, 29.7, 49.2)
(0.591212272644043, 64172.95147023667, 32.6, 48.6)
(0.5653185844421387, 128376.59301769489, 27.6, 48.5)
(0.579688310623169, 128499.50023934897, 28.3, 48.5)
(0.5673782825469971, 64172.95147023667, 28.7, 48.5)
(0.5711421966552734, 128315.2275334608, 28.4, 48.5)
(0.5744309425354004, 128223.28922856461, 28.0, 48.5)
(0.5688049793243408, 128192.67239732569, 28.2, 48.5)
(0.5609989166259766, 64203.64888782588, 30.6, 48.6)
(0.5705459117889404, 64142.28339307049, 27.1, 48.5)
(0.5712459087371826, 64180.623072325165, 28.5, 48.5)
(0.5677660703659058, 64142.28339307049, 28.1, 48.5)
(0.5652128458023071, 128162.07018381475, 28.4, 48.5)
(0.5604422092437744, 64157.6137667304, 28.4, 48.5)
(0.587438702583313, 64142.28339307049, 27.7, 48.5)
(0.5818872451782227, 128284.56678614097, 29.2, 48.5)
(0.5694828033447266, 128315.2275334608, 27.3, 48.5)
(0.567341685295105, 64180.623072325165, 27.6, 48.5)
(0.5715888738632202, 128315.2275334608, 29.4, 48.5)
(0.5615849494934082, 64157.6137667304, 29.9, 48.5)
(0.5545898675918579, 65106.82900800388, 29.4, 48.5)
(0.5814417600631714, 132071.56506765066, 28.7, 48.5)
(0.5794507265090942, 64165.28170192423, 28.5, 48.5)
(0.5778433084487915, 64226.691231008495, 28.3, 48.5)
(0.5817692279815674, 128315.2275334608, 27.1, 48.5)
(0.5641698837280273, 64111.644614282304, 28.5, 48.5)
(0.5758944749832153, 128253.92068800764, 29.1, 48.6)
(0.5710402727127075, 64111.644614282304, 29.1, 48.5)
(0.5637879371643066, 128591.83520958084, 31.2, 48.5)
(0.5525213479995728, 128315.2275334608, 28.7, 48.5)
(0.5659514665603638, 128253.92068800764, 28.4, 48.5)
(0.5899078845977783, 65098.93440038802, 27.6, 48.5)
(0.557160496711731, 128807.80038387715, 29.7, 48.5)
(0.5625804662704468, 249012.4823747681, 29.1, 48.5)
(0.5592375993728638, 128376.59301769489, 28.3, 48.5)
(0.5797028541564941, 63648.003793716656, 29.1, 48.5)
(0.568326473236084, 128407.29777565176, 30.1, 48.5)
(0.5741199254989624, 62725.89227713518, 28.7, 48.6)
(0.5641930103302002, 64142.28339307049, 27.8, 48.5)
(0.5684331655502319, 78963.21694366819, 29.0, 48.5)
(0.5600510835647583, 128315.2275334608, 28.3, 48.5)
(0.566879391670227, 128100.90956812217, 29.0, 48.5)
(0.5813572406768799, 128070.35114503816, 28.6, 48.5)
(0.5815659761428833, 128345.90294047334, 28.1, 48.5)
(0.5861918926239014, 128438.01722488039, 29.0, 48.6)
(0.5686323642730713, 64157.6137667304, 28.4, 48.5)
(0.5646134614944458, 128253.92068800764, 29.9, 48.5)
(0.5629717111587524, 133682.99601593625, 29.0, 48.5)
(0.5691606998443604, 64119.30156455273, 29.3, 48.5)
(0.568337082862854, 64165.28170192423, 28.9, 48.5)
(0.5826436281204224, 128407.29777565176, 28.4, 48.5)
(0.569649338722229, 128407.29777565176, 28.7, 48.5)
(0.5709627866744995, 128223.28922856461, 29.2, 48.5)
(0.5674954652786255, 126174.12737955347, 28.3, 48.5)
(0.5641660690307617, 128376.59301769489, 28.0, 48.5)
(0.5880790948867798, 64149.947663998086, 29.2, 48.6)
(0.5678914785385132, 128315.2275334608, 28.2, 48.5)
(0.5569378137588501, 128438.01722488039, 27.9, 48.5)
(0.5719313621520996, 128192.67239732569, 28.3, 48.5)
(0.5714963674545288, 64126.96034400382, 28.4, 48.5)
(0.5819473266601562, 128438.01722488039, 27.9, 48.5)
(0.5850929021835327, 128468.75137592726, 28.9, 48.5)
(0.5747506618499756, 128407.29777565176, 28.3, 48.5)
(0.5675809383392334, 128315.2275334608, 28.3, 48.5)
(0.5699717998504639, 128684.30297219558, 29.1, 48.5)
(0.5713757276535034, 132626.21343873517, 29.9, 48.5)
(0.5662237405776978, 64172.95147023667, 29.0, 48.5)
(0.5845448970794678, 132006.61716252766, 27.7, 48.5)
(0.5628534555435181, 127948.26310772164, 29.2, 48.5)
(0.5569162368774414, 64134.62095329112, 30.4, 48.6)
(0.5733801126480103, 128284.56678614097, 27.9, 48.5)
(0.5673115253448486, 128253.92068800764, 28.5, 48.6)
(0.5669838190078735, 64142.28339307049, 28.8, 48.6)
(0.5685043334960938, 128192.67239732569, 27.9, 48.5)
(0.5719090700149536, 128284.56678614097, 28.5, 48.5)
(0.5769572257995605, 128315.2275334608, 29.3, 48.5)
(0.5748034715652466, 128345.90294047334, 28.5, 48.6)
(0.5661481618881226, 128315.2275334608, 27.6, 48.5)
(0.5601402521133423, 128468.75137592726, 28.5, 48.5)
(0.5751693248748779, 64188.296508847445, 28.9, 48.5)
(0.5669822692871094, 64242.06198396554, 29.7, 48.6)
(0.5758508443832397, 128345.90294047334, 27.6, 48.5)
(0.5749622583389282, 64165.28170192423, 27.9, 48.5)
(0.5650525093078613, 128468.75137592726, 28.0, 48.5)
(0.5699758529663086, 64157.6137667304, 29.0, 48.5)
(0.559596061706543, 128561.04214559386, 29.7, 48.5)
(0.5627454519271851, 128407.29777565176, 27.9, 48.5)
(0.5838247537612915, 130182.08341416101, 30.2, 48.6)
(0.5568809509277344, 65059.49006301503, 28.3, 48.5)
(0.5522384643554688, 128284.56678614097, 28.9, 48.5)
(0.5817409753799438, 64096.336198662844, 28.7, 48.5)
(0.5779546499252319, 128192.67239732569, 28.5, 48.5)
(0.5707029104232788, 128253.92068800764, 29.5, 48.5)
(0.5582758188247681, 128315.2275334608, 29.6, 48.5)
(0.5737704038619995, 64172.95147023667, 28.7, 48.5)
(0.5694760084152222, 64149.947663998086, 28.3, 48.5)
(0.5579410791397095, 64165.28170192423, 29.8, 48.5)
(0.5512369871139526, 128162.07018381475, 29.4, 48.5)
(0.5725013017654419, 64165.28170192423, 29.4, 48.5)
(0.5817066431045532, 64149.947663998086, 28.6, 48.5)
(0.5691306591033936, 64103.989492537316, 28.8, 48.5)
(0.5606323480606079, 64165.28170192423, 28.8, 48.5)
(0.5750328302383423, 64172.95147023667, 29.1, 48.6)
(0.5571938753128052, 128223.28922856461, 28.2, 48.5)
(0.5615507364273071, 128223.28922856461, 29.0, 48.5)
(0.5807294845581055, 64134.62095329112, 29.2, 48.5)
(0.5755221843719482, 128345.90294047334, 27.3, 48.5)
(0.5784374475479126, 65201.713869322324, 31.3, 48.6)
(0.5929363965988159, 128345.90294047334, 28.8, 48.5)
(0.5846710205078125, 128223.28922856461, 30.1, 48.6)
(0.5814447402954102, 128315.2275334608, 27.3, 48.5)
(0.5672693252563477, 128376.59301769489, 28.8, 48.5)
(0.566571831703186, 128284.56678614097, 28.4, 48.5)
(0.5533645153045654, 64180.623072325165, 28.3, 48.5)
(0.5889863967895508, 64195.97178046156, 29.1, 48.5)
(0.5788992643356323, 64142.28339307049, 28.6, 48.5)
(0.568236231803894, 128345.90294047334, 29.7, 48.6)
(0.5574564933776855, 84827.13098435772, 27.9, 48.5)
(0.5600543022155762, 64180.623072325165, 29.1, 48.5)
(0.5807759761810303, 107957.15101548361, 27.5, 48.5)
(0.5729688405990601, 128468.75137592726, 29.0, 48.6)
(0.5743739604949951, 128284.56678614097, 28.4, 48.5)
(0.5784533023834229, 64165.28170192423, 27.8, 48.6)
(0.5798972845077515, 128345.90294047334, 28.1, 48.6)
(0.5704874992370605, 64142.28339307049, 27.1, 48.6)
(0.5655609369277954, 128253.92068800764, 26.9, 48.6)
(0.5769602060317993, 128438.01722488039, 28.0, 48.6)
(0.5751063823699951, 128315.2275334608, 28.7, 48.5)
(0.5557291507720947, 64157.6137667304, 29.5, 48.5)
(0.5756433010101318, 132201.65279487811, 29.1, 48.5)
(0.5869848728179932, 64234.37568796363, 29.3, 48.6)
(0.5716938972473145, 128315.2275334608, 27.7, 48.5)
(0.5570101737976074, 128345.90294047334, 29.0, 48.5)
(0.5727896690368652, 64103.989492537316, 29.1, 48.5)
(0.5751510858535767, 128438.01722488039, 28.4, 48.5)
(0.5734522342681885, 131974.16715830876, 28.8, 48.5)
(0.5540273189544678, 64134.62095329112, 28.2, 48.5)
(0.5539495944976807, 64149.947663998086, 28.6, 48.6)
(0.5784105062484741, 128438.01722488039, 29.2, 48.4)
(0.5689376592636108, 64157.6137667304, 30.1, 48.6)
(0.5721997022628784, 64134.62095329112, 28.4, 48.5)
(0.5674893856048584, 128100.90956812217, 27.9, 48.5)
(0.5694617033004761, 65122.62396894711, 27.8, 48.5)
(0.5837364196777344, 128315.2275334608, 28.1, 48.5)
(0.5598940849304199, 64165.28170192423, 28.4, 48.6)
(0.5594263076782227, 128253.92068800764, 27.6, 48.6)
